,id,caption,diseno,ncValue,address,lat,log,value4,nombre_pw,costo,costo1,costo2,costo3,municipio,tragedia,sector,categoria,tamano,date,406_408,day,month,year,municipio_new,icon
110,107107,Multi-Use Building - Barranquitas Campus,Completado,,"Bo. Helechal Carr. 156 Int. 719, Barranquitas, Puerto Rico, 00794",18.18273,-66.303123,MIAU 006 Barranquitas Campus,PA-02-PR-4339-PW-09689,82961,74665,74665,8296,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,10/5/22,Proyecto 428,10,5,2022,Barranquitas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
112,107107,CAI-Center of Access of Information (Library) - Barranquitas Campus,Completado,,"Bo. Helechal Carr. 156 Int. 719, Barranquitas, Puerto Rico, 00794",18.184137,-66.303405,MIAU 006 Barranquitas Campus,PA-02-PR-4339-PW-09689,82961,74665,74665,8296,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,10/5/22,Proyecto 428,10,5,2022,Barranquitas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
114,107107,Student Services Building (UPWARD) - BARRANQUITAS CAMPUS,Completado,,"Bo. Helechal Carr. 156 Int. 719, Barranquitas, Puerto Rico, 00794",18.183576,-66.303873,MIAU 023 Barranquitas PH Buildings,PA-02-PR-4339-PW-09647,16768,15091,15091,1677,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,1/2/22,Proyecto 428,1,2,2022,Barranquitas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
116,107107,BADM Building - Barranquitas Campus,Completado,,"Bo. Helechal Carr. 156 Int. 719, Barranquitas, Puerto Rico, 00794",18.184299,-66.302813,MIAU 006 Barranquitas Campus,PA-02-PR-4339-PW-09689,82961,74665,74665,8296,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,10/5/22,Proyecto 428,10,5,2022,Barranquitas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
118,107107,UPR Bayamón Edificio 700,Diseño,5,,18.37053,-66.14404,"UPR, Bayamón-Bldg. 700 (Bayamón)",PA-02-PR-4339-PW-01908,3031802,2728622,0,303180,Universidad de Puerto Rico,Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,6/3/20,Proyecto 428,6,3,2020,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
120,107107,STUDENT ENTERTAINMENT CENTER (BLDG 7-A),Adquisición de diseño,,,18.406302,-66.186776,"UPR, Bayamón-Building 10 - (Bayamón)",PA-02-PR-4339-PW-05965,1290390,1161351,115719,129039,"American College of Puerto Rico DBA American University of Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,9/9/22,Proyecto 428,9,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
122,107107,ADMINISTRATIVE BUILDING (BLDG 7-BAYAMON CAMPUS),Adquisición de diseño,,"CARR #2 KM. 14, BAYAMON, Puerto Rico, 00960",18.408599,-66.186632,Presidential and Administrative Offices Building  (Bayamón),PA-02-PR-4339-PW-07602,1764054,1587649,0,176405,"American College of Puerto Rico DBA American University of Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,3/10/22,Proyecto 428,3,10,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
124,107107,CRIMINAL JUSTICE LAB (BLDG 9-BAYAMON CAMPUS),Adquisición de diseño,,"CARR #2 KM. 14, BAYAMON, Puerto Rico, 00960",18.406001,-66.184823,Presidential and Administrative Offices Building  (Bayamón),PA-02-PR-4339-PW-07602,1764054,1587649,0,176405,"American College of Puerto Rico DBA American University of Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,3/10/22,Proyecto 428,3,10,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
126,107107,MCER003 - BUILIDNG 6,Diseño,10,"CARRETERA 177 KM 6 HM 8, AVENIDA LOMAS VERDES, GUAYNABO, Puerto Rico, 00969-0000",18.38475,-66.11912,MCER003 American Military Academy Permanent Work,PA-02-PR-4339-PW-08924,25452706,22907435,1101956,2545271,Corporación Educativa Ramón Barquin (American Military Academy of PR),Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,17/09/2021,Proyecto 428,17,9,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
128,107107,MCER003 - SITE,Diseño,10,"CARRETERA 177 KM 6 HM 8 AVENIDA LOMAS VERDES, GUAYNABO, Puerto Rico, 00969-0000",18.38475,-66.11912,MCER003 American Military Academy Permanent Work,PA-02-PR-4339-PW-08924,25452706,22907435,1101956,2545271,Corporación Educativa Ramón Barquin (American Military Academy of PR),Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,17/09/2021,Proyecto 428,17,9,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
130,107107,UPR Bayamón Edificio 003 Gimnasio,Diseño,5,,18.36983,-66.14348,"UPR,Bayamón-Gymnasium/Fitness Center Bldg.  (Bayamón)",PA-02-PR-4339-PW-01917,3346297,3011667,0,334630,Universidad de Puerto Rico,Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,31/07/2020,Proyecto 428,31,7,2020,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
132,107107,CASA NINO & CASA LADRILLO,Diseño,5,,18.405198,-66.185178,Bayamon Campus - Bldg 11 & 12,PA-02-PR-4339-PW-05697,919408,827467,84342,91941,"American College of Puerto Rico DBA American University of Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,3/10/22,Proyecto 406,3,10,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
134,107107,EUGENIO GUERRA BUILDING,Adquisición de diseño,,"CARR #2 KM. 14, BAYAMON, Puerto Rico, 00960",18.408599,-66.186632,"Ameriacan School Building #4, Eugenio Guerra  (Bayamón)",PA-02-PR-4339-PW-05751,1673705,1506335,155305,167370,"American College of Puerto Rico DBA American University of Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,9/9/22,Proyecto 428,9,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
136,107107,WORKSHOP (BLDG 10),Adquisición de diseño,,"CARR #2 KM. 14, BAYAMON, Puerto Rico, 00960",18.408599,-66.186632,"UPR, Bayamón-Building 10 - (Bayamón)",PA-02-PR-4339-PW-05965,1290390,1161351,115719,129039,"American College of Puerto Rico DBA American University of Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,9/9/22,Proyecto 428,9,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
138,107107,STUDENT BUILDING  AND SERVICES OFFICE (BLDG 1-BAYAMON CAMPUS),Adquisición de diseño,,"CARR #2 KM. 14, BAYAMON, Puerto Rico, 00960",18.408599,-66.186632,Presidential and Administrative Offices Building  (Bayamón),PA-02-PR-4339-PW-07602,1764054,1587649,0,176405,"American College of Puerto Rico DBA American University of Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,3/10/22,Proyecto 428,3,10,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
140,107107,COMPUTER CENTER AND COMPUTER LABORATORY (BLDG 6-BAYAMON CAMPUS),Adquisición de diseño,,"CARR #2 KM. 14, BAYAMON, Puerto Rico, 00960",18.408599,-66.186632,Presidential and Administrative Offices Building  (Bayamón),PA-02-PR-4339-PW-07602,1764054,1587649,0,176405,"American College of Puerto Rico DBA American University of Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,3/10/22,Proyecto 428,3,10,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
142,107107,GYM & PUMP ROOM,Diseño,5,"CARR #2 KM. 14, BAYAMON, Puerto Rico, 00960",18.408599,-66.186632,Bayamon Campus - Bldg 2 & 3,PA-02-PR-4339-PW-06135,869000,782100,70213,86900,"American College of Puerto Rico DBA American University of Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,9/9/22,Proyecto 406,9,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
144,107107,MOSB003 Bosco/ Hostos 13 13A 14B,Diseño,75,,18.143367,-65.848863,San Antonio Abad Catholic School Building 1B (Humacao),PA-02-PR-4339-PW-06494,10382932,9344639,2336160,1038293,Order of St. Benedict DBA Colegio San Antonio Abad,Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,2/4/21,Proyecto 428,2,4,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
146,107107,MCUI004 - Bayamon Original Building with Courtyard,Diseño,10,"Carr # 167 Km 21.2, Bayamon, Puerto Rico, 00960",18.402803,-66.162605,Caribbean University Bayamón Campus Original Buildings(Bayamón),PA-02-PR-4339-PW-01909,18013374,16212037,0,1801337,"Caribbean University, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,13/09/2021,Proyecto 428,13,9,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
148,107107,Middle and Upper School-1,Completado,,,18.380986,-66.124467,MBSP003 - Buildings and Equipment,PA-02-PR-4339-PW-05869,532321,479089,462823,53232,"The Baldwin School of PR, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,8/7/20,Proyecto 428,8,7,2020,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
150,107107,B10 - Salon De Actividades (Activities Room),Adquisición de diseño,,,18.397015,-66.180553,Central University of Bayamón B10 - Activities Room(Bayamón),PA-02-PR-4339-PW-06724,1140447,1026402,0,114045,"Universidad Central de Bayamón, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,2/4/21,Proyecto 428,2,4,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
152,107107,Bayamon Sites,Completado,,"500 John Will Harris, Bayamon, Puerto Rico, 00957",18.350229,-66.182664,MIAU 016 Bayamon Campus Site,PA-02-PR-4339-PW-10134,73819,66437,66437,7382,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,7/2/22,Proyecto 428,7,2,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
154,107107,Edif. Servicio al Estudiante (Students Center)- BLDG C-Bayamon Campus,Construcción,N/A,"500 Dr Will Harris Street, Bayamon, Puerto Rico, 00957",18.350348,-66.183411,MIAU 009 Bayamon Campus,PA-02-PR-4339-PW-10869,31710,28539,28539,3171,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,27/09/2022,Proyecto 428,27,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
156,107107,Escuela de Ingenieria (Engineering School & Labs)- BLDG G -Bayamon Campus,Construcción,N/A,"500 Dr Will Harris Street, Bayamon, Puerto Rico, 00957",18.352223,-66.182759,MIAU 009 Bayamon Campus,PA-02-PR-4339-PW-10869,31710,28539,28539,3171,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,27/09/2022,Proyecto 428,27,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
158,107107,Maintenance Building-Bayamon Campus,Construcción,N/A,"500 Dr Will Harris Street , Bayamon, Puerto Rico, 00957",18.350944,-66.182048,MIAU 009 Bayamon Campus,PA-02-PR-4339-PW-10869,31710,28539,28539,3171,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,27/09/2022,Proyecto 428,27,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
160,107107,MOSB003 Science 3,Diseño,75,"CARR #908 KM 2.1, Humaco, Puerto Rico, 00791",18.143367,-65.848863,San Antonio Abad Catholic School Building 1B (Humacao),PA-02-PR-4339-PW-06494,10382932,9344639,2336160,1038293,Order of St. Benedict DBA Colegio San Antonio Abad,Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,2/4/21,Proyecto 428,2,4,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
162,107107,MOSB003 Shop (Large) 6,Diseño,75,"CARR #908 KM 2.1, Humaco, Puerto Rico, 00791",18.37335,-66.1495,San Antonio Abad Catholic School Building 1B (Humacao),PA-02-PR-4339-PW-06494,10382932,9344639,2336160,1038293,Order of St. Benedict DBA Colegio San Antonio Abad,Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,2/4/21,Proyecto 428,2,4,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
164,107107,MCER003 - Building 1 (A),Diseño,10,,18.383298,-66.121921,MCER003 American Military Academy Permanent Work,PA-02-PR-4339-PW-08924,25452706,22907435,1101956,2545271,Corporación Educativa Ramón Barquin (American Military Academy of PR),Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,17/09/2021,Proyecto 428,17,9,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
166,107107,MCER003 - Building 4 (E&F),Diseño,10,,18.38258,-66.120338,MCER003 American Military Academy Permanent Work,PA-02-PR-4339-PW-08924,25452706,22907435,1101956,2545271,Corporación Educativa Ramón Barquin (American Military Academy of PR),Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,17/09/2021,Proyecto 428,17,9,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
168,107107,Pennock Fieldhouse - 5,Completado,,,18.379161,-66.124741,MBSP003 - Buildings and Equipment,PA-02-PR-4339-PW-05869,532321,479089,462823,53232,"The Baldwin School of PR, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,8/7/20,Proyecto 428,8,7,2020,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
170,107107,North Security Station - 7,Completado,,,18.381326,-66.125236,MBSP003 - Buildings and Equipment,PA-02-PR-4339-PW-05869,532321,479089,462823,53232,"The Baldwin School of PR, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,8/7/20,Proyecto 428,8,7,2020,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
172,107107,West Security Station - 8,Completado,,,18.379989,-66.125509,MBSP003 - Buildings and Equipment,PA-02-PR-4339-PW-05869,532321,479089,462823,53232,"The Baldwin School of PR, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,8/7/20,Proyecto 428,8,7,2020,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
174,107107,B6 - ADMINISTRATION BUILDING VICENTE VAN ROOIJ,Completado,,"18.39749, -67.18003, Bayamon, Puerto Rico, 00959",18.34761,-66.14506,MUCB006-Buildings Repairs,PA-02-PR-4339-PW-10110,471390,424251,0,47139,"Universidad Central de Bayamón, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,7/2/22,Proyecto 428,7,2,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
176,107107,B1 - Rafael Pont Flores (Sports Center),Completado,,"Avenida Zaya Verde, Bayamon, Puerto Rico, 00960",18.40051,-66.181395,MUCB006-Buildings Repairs,PA-02-PR-4339-PW-10110,471390,424251,0,47139,"Universidad Central de Bayamón, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,7/2/22,Proyecto 428,7,2,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
178,107107,Admin Building- BLDG D-Bayamon Campus,Construcción,N/A,"500 Dr Will Harris Street, Bayamon, Puerto Rico, 00957",18.351027,-66.182724,MIAU 009 Bayamon Campus,PA-02-PR-4339-PW-10869,31710,28539,28539,3171,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,27/09/2022,Proyecto 428,27,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
180,107107,Edificio Academico (Academic Building)- BLDG E -Bayamon Campus,Construcción,N/A,"500 Dr Will Harris Steet, Bayamon, 00957",18.351568,-66.182379,MIAU 009 Bayamon Campus,PA-02-PR-4339-PW-10869,31710,28539,28539,3171,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,27/09/2022,Proyecto 428,27,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
182,107107,Escuela de Aeronautica (Aeronautical School)-Bayamon Campus,Construcción,N/A,"500 Will Harris Street, Bayamon, Puerto Rico, 00957",18.455237,-66.100532,MIAU 009 Bayamon Campus,PA-02-PR-4339-PW-10869,31710,28539,28539,3171,"Universidad Interamericana de Puerto Rico, Inc.",Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Pequeño,27/09/2022,Proyecto 428,27,9,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
184,107107,MOSB003 Laundry 5,Diseño,75,"CARR #908 KM 2.1, Humaco, Puerto Rico, 00791",18.37335,-66.1495,San Antonio Abad Catholic School Building 1B (Humacao),PA-02-PR-4339-PW-06494,10382932,9344639,2336160,1038293,Order of St. Benedict DBA Colegio San Antonio Abad,Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,2/4/21,Proyecto 428,2,4,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
186,107107,Padres Dominicos de Puerto Rico Building 1,Construcción,95,"Capitan Correa #27 Reparto Flamingo, Bayamon, Puerto Rico, 00959",18.39333,-66.17735,MPDP001 Buildings,PA-02-PR-4473-PW-00355,1474128,1326715,0,147413,"Padres Dominicos de Puerto Rico, Inc.",Terremoto (4473),Educaci�n,Categoría E - Edificios y equipo,Grande,9/3/22,,9,3,2022,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
188,107107,MOSB003 Dining Hall and Kitchen,Diseño,75,"CARR #908 KM 2.1, Humaco, Puerto Rico, 00791",18.148506,-65.825882,San Antonio Abad Catholic School Building 1B (Humacao),PA-02-PR-4339-PW-06494,10382932,9344639,2336160,1038293,Order of St. Benedict DBA Colegio San Antonio Abad,Huracán María (4339),Educaci�n,Categoría E - Edificios y equipo,Grande,2/4/21,Proyecto 428,2,4,2021,Bayamón,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0004_Educacion_v5j4k8.png
